"REC" "FRE" "MON" "CC_CARD" "AVRG" "PC_CALC20" "PSWEATERS" "PKNIT_TOPS" "PKNIT_DRES" "PBLOUSES" "PJACKETS" "PCAR_PNTS" "PCAS_PNTS" "PSHIRTS" "PDRESSES" "PSUITS" "POUTERWEAR" "PJEWELRY" "PFASHION" "PLEGWEAR" "PCOLLSPND" "AMSPEND" "PSSPEND" "CCSPEND" "AXSPEND" "OMONSPEND" "PREVPD" "GMP" "PROMOS" "DAYS" "FREDAYS" "MARKDOWN" "CLASSES" "COUPONS" "STYLES" "STORES" "STORELOY" "VALPHON" "WEB" "MAILED" "RESPONDED" "RESPONSERATE" "LTFREDAY" "CLUSTYPE" "PERCRET" "RESP" "hi_trans" "amount23" "amount456"
181 2 407.98 0 203.99 16 0.33 0.07 0 0 0.24 0.14 0.04 0.12 0 0 0 0 0 0.03 0.24 0 392.98 15 0 0 131.99 0.65 12 327 163.5 0.09 8 0 12 2 5113 "N" 0 8 1 12.5 54.5 1 0 0 3.31273040033983 0 0
280 2 127.99 0 63.99 16 0 0 0 0.45 0 0 0 0 0.54 0 0 0 0 0 0 0 69.99 58 0 0 0 0.64 0 363 181.5 0.07 2 0 3 2 2778 "Y" 0 0 0 0 181.5 16 0 0 3.92058623608863 0 0
8 3 334.97 1 111.65 11 0.11 0 0.28 0 0.23 0.14 0 0 0.2 0 0 0 0 0 0 0 0 334.97 0 237.97 0 0.67 5 673 224.33 0 6 0 7 2 248 "Y" 0 2 0 0 23.2 3 0 1 3.08922261664133 97 0
114 3 440.42 1 146.8 16 0.23 0.02 0 0.14 0.27 0 0.13 0.08 0 0 0 0 0 0.02 0 0 390.42 50 0 0 0 0.57 18 696 232 0.09 10 0 14 3 1612 "Y" 0 8 0 0 49.71 6 0.09 0 2.86505394991188 0 208.97
58 5 537.07 1 107.41 18 0 0.03 0 0.12 0 0 0 0 0.04 0 0.73 0 0 0 0 513.08 0 23.99 0 0 0 0.52 4 363 72.6 0.16 5 1 8 2 3868 "Y" 0 1 0 0 33 46 0.09 0 4.02570876983196 42.99 242.98
92 1 101.13 0 101.13 11 0.31 0 0 0.61 0 0 0 0 0 0 0 0.05 0 0.02 0 0 0 101.13 0 0 0 0.4 1 593 593 0.3 4 0 7 1 4535 "Y" 0 0 0 0 197.66 12 0 0 3.86241250487481 0 101.13
23 5 113.47 0 22.69 11 0.15 0 0.32 0.36 0 0 0 0 0 0 0 0.15 0 0 0 0 0 113.47 0 20 0 0.32 3 437 87.4 0.32 5 0 7 1 873 "Y" 0 0 0 0 54.62 10 0 0 3.35200713747138 56.97 26.5
186 2 387.99 0 193.99 11 0.12 0 0 0.22 0.25 0 0 0.25 0 0 0 0.06 0 0.07 0.25 0 187 200.99 0 0 212 0.69 18 700 350 0.01 8 0 12 2 167 "Y" 0 10 2 20 58.33 27 0 0 3.30027146307219 0 0
257 1 99.49 0 99.49 11 0.14 0 0 0 0.56 0 0.29 0 0 0 0 0 0 0 0 0 0 99.49 0 0 0 0.5 2 257 257 0.27 3 0 3 1 4650 "Y" 0 1 0 0 257 30 0 0 3.7445506514844 0 0
79 3 923.95 0 307.98 11 0.27 0 0 0.07 0 0.1 0.04 0.13 0.32 0 0 0 0 0.03 0 0 0 923.95 0 0 554.98 0.55 17 491 163.66 0.19 9 0 19 1 4632 "Y" 0 9 1 11.11 81.83 11 0 0 3.09693415406296 153.98 0
11 7 1422.39 0 203.19 11 0.19 0.02 0.15 0.16 0.11 0.13 0.15 0.03 0 0 0 0 0.01 0 0.09 0 0 1422.39 0 182.99 535.41 0.58 18 649 92.71 0.13 13 2 27 2 4520 "Y" 0 10 5 50 34.15 18 0 0 2.76757618041624 0 169
68 2 229.98 0 114.99 11 0.5 0 0 0.1 0 0 0.08 0 0.29 0 0 0 0 0 0 0 0 229.98 0 0 161.98 0.61 12 333 166.5 0.17 4 1 6 2 4685 "N" 0 4 1 25 166.5 1 0 0 3.59895474658595 68 0
252 2 139.5 1 69.75 11 0 0 0 0 0 0 0 0 0 0 0.87 0 0 0 0 0 0 139.5 0 0 0 0.5 19 370 185 0.46 2 0 2 1 313 "Y" 0 6 0 0 123.33 1 0.14 0 4.33729074083249 0 0
53 12 792.06 0 66 16 0.12 0.02 0 0.03 0.08 0.21 0.15 0 0.03 0.16 0 0 0.11 0.02 0.07 0 680.95 111.11 0 0 69.97 0.62 15 600 50 0.08 13 0 23 3 2624 "Y" 0 10 3 30 15.38 8 0.01 0 2.68239045432163 9.01 361.6
131 2 444.34 1 222.17 11 0.36 0.04 0 0.06 0 0 0.22 0 0.14 0 0 0 0.1 0.04 0 0 0 444.34 0 0 0 0.56 19 657 328.5 0.25 9 1 19 1 4581 "Y" 0 5 1 20 32.85 4 0 0 3.12851338478781 0 241.4
12 1 378 0 378 11 0 0 0 0.11 0.57 0.16 0 0.14 0 0 0 0 0 0 0 0 0 378 0 378 0 0.71 11 516 516 0 4 0 5 1 601 "Y" 0 7 1 14.29 172 8 0 0 3.66125128699646 0 0
112 9 925.5 0 102.83 11 0.14 0.02 0.04 0.02 0.26 0.11 0.17 0.08 0 0 0 0 0.05 0.01 0 0 75.6 812.1 37.8 0 277.5 0.49 21 551 61.22 0.39 13 0 37 8 248 "Y" 0 9 3 33.33 22.04 16 0.06 0 2.68307421503203 0 37.8
299 2 122.49 0 61.24 11 0.59 0 0 0 0 0 0.4 0 0 0 0 0 0 0 0 0 0 122.49 0 0 0 0.57 14 334 167 0.16 2 0 4 1 725 "Y" 0 4 0 0 167 28 0 0 3.95105139239562 0 0
191 4 244.99 0 61.24 11 0.2 0.08 0 0 0.4 0 0 0.2 0 0 0 0.11 0 0 0.6 0 0 244.99 0 0 0 0.67 18 362 90.5 0.07 6 0 7 2 181 "Y" 0 6 1 16.67 60.33 1 0 0 4.13979582512602 0 0
354 1 120.79 1 120.79 11 0 0 0 0.67 0 0 0.14 0 0 0 0 0 0.17 0 0 0 0 120.79 0 0 0 0.6 13 354 354 0.19 4 0 5 1 108 "Y" 0 4 0 0 354 25 0 0 3.92395157629342 0 0
67 8 1546.37 0 193.29 11 0.07 0 0 0.11 0.25 0.2 0 0 0.1 0.16 0.01 0 0.05 0 0.39 0 232.99 1313.38 0 0 314 0.58 16 420 52.5 0.14 12 0 33 4 148 "Y" 0 7 2 28.57 22.1 2 0 1 3.48277736865458 54.98 87.99
81 3 443.15 0 147.71 16 0.43 0.02 0 0 0 0 0 0 0.2 0 0.33 0 0 0 0 89.98 326.93 26.24 0 0 369.7 0.2 12 313 104.33 0.4 5 1 16 3 2553 "N" 0 5 1 20 62.6 10 0 0 3.53805656437935 73.45 0
137 3 196.22 0 65.4 11 0.35 0 0.1 0.05 0 0 0 0 0 0 0 0.01 0.33 0 0 0 0 196.22 0 0 0 0.42 7 261 87 0.37 7 0 10 1 326 "Y" 0 1 0 0 87 10 0.15 0 3.24493335918749 0 35.98
118 2 412.64 1 206.32 11 0 0.02 0 0 0.13 0 0 0.12 0.66 0 0 0 0 0.05 0.17 0 193.07 219.57 0 0 0 0.55 5 133 66.5 0.19 5 1 9 2 300 "Y" 0 0 0 0 44.33 5 0 0 3.92769948481315 0 412.64
66 3 200.41 0 66.8 11 0.29 0.09 0 0.1 0 0 0.06 0.14 0.14 0 0 0.09 0.03 0 0 0 0 72.46 127.95 0 127.95 0.47 8 420 140 0.19 10 0 12 2 3 "N" 0 2 0 0 46.66 6 0 0 2.81839825827108 44.97 0
145 3 202.48 0 67.49 11 0.4 0 0 0.14 0 0.44 0 0 0 0 0 0 0 0 0 0 0 202.48 0 0 0 0.56 10 344 114.66 0.19 5 0 6 1 424 "Y" 0 4 1 25 86 15 0 0 3.65273400747758 0 77.99
32 16 1363.8 1 85.23 16 0.31 0.02 0 0.11 0 0.26 0.16 0.03 0 0 0 0.009554 0 0 0.04 0 1153.83 153.99 55.98 0 0 0.54 24 498 31.12 0.19 12 3 48 7 2880 "Y" 1 10 4 40 11.31 10 0.07 1 3.05588619637374 93.44 423.42
7 6 271.28 1 45.21 19 0.06 0.11 0.06 0.1 0.06 0.43 0 0 0 0 0 0.02 0.07 0 0 0 0 14.99 256.29 0 0 0.29 6 619 103.16 0.3 8 0 20 6 4110 "Y" 0 1 0 0 29.47 38 0.05 1 3.14156272176553 256.29 0
12 3 175.49 0 58.49 18 0.09 0 0 0.25 0 0 0 0.64 0 0 0 0 0 0 0 111.49 0 64 0 64 0 0.65 19 656 218.66 0.09 4 0 4 3 3899 "Y" 0 9 2 22.22 43.73 40 0 0 3.90136642523962 0 49.99
265 1 68 0 68 11 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 68 0 0 0 0.15 0 265 265 0.5 1 0 2 1 873 "Y" 0 0 0 0 265 1 0 0 4.60517018598809 0 0
362 1 925 0 925 11 0.29 0 0 0 0.22 0.13 0 0.16 0 0 0 0.12 0.05 0 0.11 0 0 925 0 0 0 0.68 15 362 362 0 9 0 20 1 3 "Y" 0 6 0 0 181 1 0 0 3.06339092202781 0 0
196 2 169.95 0 84.97 11 0.12 0 0.38 0 0.32 0 0 0 0.16 0 0 0 0 0 0 0 83.98 85.97 0 0 0 0.41 12 414 207 0.2 4 0 5 2 150 "N" 0 4 0 0 69 50 0 0 3.39148368947452 0 0
4 3 81.47 0 27.15 11 0 0.12 0 0.25 0 0.49 0 0 0 0 0 0 0.12 0 0 0 0 81.47 0 10 0 0.37 9 399 133 0.22 4 0 4 2 102 "Y" 0 4 1 25 79.8 10 0 0 3.52311998561896 0 39.99
178 2 202.45 0 101.22 11 0.12 0 0 0.17 0 0 0.06 0.13 0 0.49 0 0 0 0 0 0 0 63.48 138.97 0 0 0.39 5 258 129 0.22 7 0 8 2 836 "Y" 0 0 0 0 64.5 10 0 0 3.44776285080948 0 138.97
70 17 779.67 0 45.86 11 0.28 0.007855 0 0.02 0.04 0 0.01 0.07 0.02 0 0 0 0 0 0.02 0 141.98 773.97 0 0 139.77 0.54 24 644 37.88 0.21 10 1 43 4 2871 "Y" 0 9 3 33.33 14 5 1.12 0 2.18605127673809 0 231.69
126 1 69 0 69 11 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 69 0 0 0 0.73 1 126 126 0 1 0 1 1 762 "Y" 0 0 0 0 126 10 0 0 4.60517018598809 0 69
13 2 358.96 0 179.48 11 0.23 0 0 0 0.22 0.15 0 0 0 0 0.38 0 0 0 0 0 43.5 139.5 175.96 175.96 0 0.56 21 693 346.5 0.3 4 0 7 3 4685 "Y" 0 11 1 9.09 43.31 4 0 0 3.33041719960111 0 0
281 2 118.98 0 59.49 11 0 0 0 0.49 0.5 0 0 0 0 0 0 0 0 0 0 0 0 118.98 0 0 0 0.6 8 283 141.5 0 3 0 3 1 295 "N" 0 3 0 0 141.5 12 0 0 3.91202300542815 0 0
265 1 83.96 0 83.96 11 0.33 0 0 0.25 0.41 0 0 0 0 0 0 0 0 0 0 0 0 83.96 0 0 0 0.24 0 265 265 0.3 3 0 4 1 588 "Y" 0 0 0 0 265 18 0 0 3.54731588979215 0 0
342 2 215 0 107.5 11 0.45 0 0.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 215 0 0 0 0.69 19 345 172.5 0 2 0 5 1 481 "N" 0 6 0 0 172.5 4 0 0 3.91979274269251 0 0
29 21 2153.68 1 102.55 11 0.2 0.01 0.03 0.08 0 0.05 0.1 0 0.05 0.02 2e-05 0 0.01 0 0 0 0 2153.68 0 80 0 0.55 20 702 33.42 0.26 21 4 106 3 858 "Y" 0 11 6 54.55 13 4 0.86 0 1.9387416595767 -4.56 1284.95
43 3 337.76 0 112.58 11 0.14 0.05 0.15 0.12 0.14 0.16 0 0 0 0 0 0.07 0.09 0.03 0 0 0 131.97 205.79 0 0 0.51 8 599 199.66 0.22 14 0 16 3 4242 "Y" 0 1 0 0 54.45 4 0 0 2.55022611590864 287.76 0
42 3 131.94 1 43.98 16 0.26 0.06 0 0.15 0 0 0.12 0 0.36 0 0 0.02 0 0 0 0 50.99 34.98 45.97 0 0 0.4 7 505 168.33 0.27 6 0 7 3 2533 "Y" 0 1 0 0 63.12 42 0 0 3.20761263258949 50.99 45.97
28 15 855.94 1 57.06 11 0.23 0.03 0.29 0.08 0.08 0.03 0.04 0.04 0 0 0 0.009326 0.02 0 0 0 392.99 393.99 68.96 39 0 0.64 28 685 45.66 0.09 13 0 29 6 5088 "Y" 0 10 5 50 13.17 8 0.12 1 2.76883167336207 39 220.98
54 15 265.64 1 17.7 11 0.26 0 0 0.02 0 0.02 0 0.03 0 0 0 0.01 0 0 0 0 0 265.64 0 0 167.48 0.49 20 689 45.93 0.17 10 0 26 2 2785 "Y" 0 8 2 25 12.75 10 1.68 1 2.01223279198639 47.97 24.49
127 2 178.18 1 89.09 11 0 0.34 0 0.2 0 0 0.14 0.14 0 0 0 0 0.16 0 0 87.43 0 90.75 0 0 0 0.58 7 293 146.5 0.3 5 0 8 2 4566 "Y" 0 1 0 0 97.66 4 0 0 3.13636340329374 0 117
302 1 430 0 430 11 0.26 0 0 0.18 0 0.27 0 0.27 0 0 0 0 0 0 0.27 0 0 430 0 0 0 0.68 11 302 302 0.04 4 0 5 1 4635 "Y" 0 4 0 0 151 20 0 0 3.50104271663187 0 0
257 1 92.49 0 92.49 11 0.21 0 0 0 0 0 0 0.7 0 0 0 0 0.08 0 0 0 0 92.49 0 0 0 0.28 8 488 488 0.36 3 0 4 1 383 "N" 0 1 0 0 244 11 0 0 4.00186370942794 0 0
76 9 861.6 1 95.73 11 0.12 0.02 0 0.07 0.15 0.17 0.03 0 0.09 0.15 0 0.03 0.01 0.06 0 0 30 509.45 322.15 0 0 0.56 7 200 22.22 0.15 14 1 32 3 161 "Y" 0 2 1 50 11.76 50 0.05 1 2.4466854369678 34.5 426.95
51 2 198 0 99 11 0.24 0 0.51 0 0 0 0 0 0 0 0 0.1 0 0.13 0 0 0 198 0 0 0 0.6 3 297 148.5 0.24 6 0 13 2 4532 "Y" 0 0 0 0 33 3 0 0 3.57065882272651 137 0
50 1 29.99 0 29.99 11 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 29.99 0 0 0 0 4 50 50 0.4 1 0 1 1 726 "N" 0 2 0 0 50 22 0 0 4.60517018598809 29.99 0
187 2 218.95 0 109.47 11 0.26 0 0 0.31 0 0.26 0 0.15 0 0 0 0 0 0 0 0 0 218.95 0 0 0 0.43 18 497 248.5 0.07 6 0 7 2 4532 "N" 0 7 0 0 71 10 0 0 3.27184770963431 0 0
290 1 97.98 0 97.98 11 0.79 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0 0 0 97.98 0 0 0 0.47 3 290 290 0.35 2 0 4 1 4515 "Y" 0 2 0 0 290 8 0 0 4.2124238502877 0 0
215 5 347.48 0 69.49 11 0.52 0 0 0 0 0.14 0 0.14 0 0 0 0.06 0.1 0.01 0 0 0 347.48 0 0 24 0.56 5 335 67 0.15 7 0 14 2 154 "Y" 0 2 1 50 19.7 11 0 1 3.49529470504127 0 0
181 1 78 0 78 11 0.62 0 0 0 0 0 0.37 0 0 0 0 0 0 0 0 0 0 78 0 0 0 0.6 7 181 181 0.19 2 0 3 1 4673 "Y" 0 3 0 0 60.33 10 0 0 3.97556102623213 0 0
201 2 329.57 1 164.78 11 0.14 0 0 0.13 0.34 0.14 0.03 0 0 0 0 0.01 0.1 0 0.14 0 0 329.57 0 0 0 0.57 10 250 125 0.18 10 1 11 1 462 "Y" 0 3 0 0 62.5 23 0.07 0 3.07823349506573 0 0
42 4 702.93 0 175.73 11 0.03 0 0 0.05 0.35 0.12 0.06 0.1 0 0.25 0 0 0 0 0.21 0 0 702.93 0 0 0 0.61 11 350 87.5 0.12 10 0 13 1 338 "Y" 0 1 0 0 87.5 10 0 0 3.3057871968575 178 0
6 6 518.45 0 86.4 11 0.32 0.05 0.04 0.13 0.2 0 0 0.19 0 0 0 0 0.03 0 0.11 0 226.48 291.97 0 38 0 0.59 7 293 48.83 0.18 8 1 16 5 893 "Y" 0 3 1 33.33 19.53 38 0 0 3.11883447068797 0 238.47
6 39 1338.59 0 34.32 11 0.28 0.03 0.05 0.07 0.02 0.06 0.05 0 0.05 0 0 0.03 0.13 0.05 0 0 49 1289.59 0 117 29.25 0.39 22 644 16.51 0.29 22 0 72 2 4586 "Y" 0 10 5 50 7.31 1 0.14 1 2.5152741864044 125.38 556.33
24 2 1765.4 1 882.7 18 0.1 0 0.06 0.1 0.31 0.08 0 0.11 0.08 0 0 0 0.13 0 0.18 1193 0 572.4 0 1193 0 0.68 9 438 219 0.04 13 2 27 2 3820 "Y" 0 3 1 33.33 33.69 15 0 0 3.00518743232475 0 0
169 3 291.48 0 97.16 11 0.33 0 0 0 0.37 0.28 0 0 0 0 0 0 0 0 0 0 49 242.48 0 0 0 0.5 11 426 142 0.34 3 0 8 2 447 "Y" 0 3 0 0 60.85 11 0 1 3.51779452924597 0 98
52 1 277.97 0 277.97 11 0.04 0 0 0.1 0.52 0 0 0.19 0.12 0 0 0 0 0 0.35 0 0 277.97 0 0 0 0.57 0 52 52 0.18 5 0 6 1 4663 "Y" 0 0 0 0 26 10 0 0 3.85798911693566 277.97 0
56 2 92.95 1 46.47 11 0 0 0.14 0 0 0 0 0.18 0.45 0 0 0 0.21 0 0 0 0 92.95 0 0 0 0.44 3 650 325 0.41 4 1 5 1 354 "Y" 0 0 0 0 46.42 1 0 1 3.42816382989197 72.96 0
329 1 118 0 118 11 0.41 0 0 0.41 0 0 0 0 0 0 0 0 0.16 0 0 0 0 118 0 0 118 0.68 11 329 329 0.13 3 0 4 1 5093 "Y" 0 3 0 0 164.5 10 0 0 3.62033291157883 0 0
150 2 327.48 1 163.74 11 0.34 0 0 0 0 0 0.19 0.13 0.31 0 0 0.01 0 0 0 0 0 327.48 0 0 0 0.56 19 525 262.5 0.16 5 0 9 1 304 "Y" 0 9 1 11.11 87.5 1 0 0 3.31163730494951 0 166.49
137 7 502.4 1 71.77 16 0.21 0 0.15 0.02 0.1 0.03 0.07 0.01 0.03 0 0 0 0 0 0 0 472.41 29.99 0 0 0 0.43 23 656 93.71 0.2 11 3 28 4 987 "Y" 0 9 2 22.22 18.22 25 0.51 0 2.21375387928743 0 52.47
115 1 143.96 0 143.96 11 0 0.13 0.38 0.2 0 0 0.27 0 0 0 0 0 0 0 0 0 58.99 84.97 0 0 0 0.59 2 115 115 0.11 4 0 5 2 696 "Y" 0 0 0 0 57.5 11 0 0 3.3456846717319 0 143.96
165 3 343.99 0 114.66 16 0.04 0 0 0.08 0 0 0.3 0 0.19 0 0.29 0 0.08 0 0 0 315.27 28.72 0 0 0 0.53 12 677 225.66 0.32 6 1 8 4 2982 "Y" 0 8 3 37.5 84.62 5 0 0 3.13723183582769 0 136
158 2 402.49 1 201.24 11 0.04 0 0.11 0.06 0.4 0.14 0 0 0.11 0 0 0 0.07 0.03 0.36 0 0 402.49 0 0 0 0.55 10 276 138 0.08 10 0 13 1 305 "Y" 0 2 0 0 138 15 0 0 3.57487053750207 0 132.98
84 5 367.97 0 73.59 16 0.4 0 0.22 0.23 0 0 0.13 0 0 0 0 0 0 0 0 0 284.46 83.51 0 0 0 0.62 18 660 132 0.11 8 0 14 4 2856 "Y" 0 10 2 20 41.25 1 0.02 0 3.35585127989528 34.99 0
116 3 277.98 0 92.66 11 0 0.06 0 0 0 0 0.1 0 0 0.82 0 0 0 0 0 0 0 277.98 0 0 99.99 0.63 15 341 113.66 0 3 0 4 2 161 "N" 0 5 0 0 113.66 24 0 0 4.24849524204936 0 29
33 3 589.21 1 196.4 16 0.11 0 0.06 0.09 0.31 0.26 0 0 0 0 0 0 0.15 0 0.34 0 500.11 89.1 0 0 0 0.56 5 187 62.33 0.12 8 0 16 2 2884 "Y" 0 2 1 50 26.71 38 0 0 3.51660723317298 50.98 108.98
140 2 98 0 49 11 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 98 0 0 0 0.55 0 370 185 0.37 2 0 3 1 858 "Y" 0 0 0 0 123.33 38 0 0 4.60517018598809 0 49
59 2 247.92 1 123.96 11 0.15 0.2 0.04 0.12 0 0 0 0 0.35 0 0 0 0.11 0 0 0 149.95 97.97 0 0 0 0.49 7 678 339 0.27 6 0 11 2 364 "Y" 0 3 0 0 21.87 38 0 0 3.10009228887823 121.92 0
79 7 751.33 1 107.33 11 0.19 0 0.04 0.11 0.11 0.06 0 0 0.25 0 0 0 0.02 0 0 0 0 751.33 0 0 0 0.66 14 544 77.71 0.02 7 0 18 2 1663 "Y" 0 5 3 60 14.7 1 0.22 0 2.60859812213055 120.39 325.94
73 5 687 0 137.4 11 0.3 0 0 0.06 0.26 0 0 0.06 0.09 0 0 0 0.04 0 0.09 0 205 482 0 0 0 0.68 16 506 101.2 0.07 8 0 17 2 601 "Y" 0 6 2 33.33 63.25 1 0.17 0 2.98618686071046 102 290
50 4 349.77 0 87.44 11 0.11 0.02 0 0.29 0.1 0 0.21 0 0.18 0 0 0.02 0.03 0.005689 0 0 0 87 262.77 0 0 0.53 17 416 104 0.18 11 0 17 3 529 "Y" 0 6 0 0 29.71 50 0 0 2.94549105711724 87 0
43 1 373.98 0 373.98 11 0.34 0 0.09 0 0.31 0.17 0 0.08 0 0 0 0 0 0 0 0 89.99 283.99 0 0 0 0.66 0 43 43 0.06 6 0 8 2 4734 "Y" 0 0 0 0 21.5 1 0 0 3.2604015716967 373.98 0
154 1 436.43 1 436.43 11 0.09 0 0 0.27 0.08 0 0.08 0.08 0 0 0 0 0.27 0 0 0 59.98 376.45 0 0 0 0.59 21 404 404 0.11 7 1 14 2 49 "Y" 0 8 1 12.5 101 20 0.13 0 2.87694873756402 0 436.43
346 1 146.5 0 146.5 11 0 0 0.16 0.23 0 0 0 0 0.6 0 0 0 0 0 0 0 0 146.5 0 0 0 0.62 14 346 346 0.14 3 0 3 1 4656 "Y" 0 5 0 0 346 8 0 0 3.7900813346229 0 0
209 2 83.98 0 41.99 11 0.75 0 0 0.24 0 0 0 0 0 0 0 0 0 0 0 0 0 83.98 0 0 0 0.53 3 254 127 0.28 3 0 4 2 428 "Y" 0 0 0 0 127 38 0 0 4.13516655674236 0 0
19 2 341.94 0 170.97 11 0.08 0.09 0 0.43 0 0 0.29 0 0 0 0 0 0.08 0 0 0 23.97 317.97 0 31.96 0 0.64 10 136 68 0.14 6 0 14 4 4686 "Y" 0 1 1 100 22.66 10 0 0 3.41180756077417 0 309.98
359 1 695.86 0 695.86 11 0 0 0 0 0.43 0 0 0.2 0 0.35 0 0 0 0 0 0 120.12 575.74 0 0 0 0.63 15 586 586 0.14 3 0 5 3 995 "Y" 0 8 1 12.5 83.71 15 0 0 3.58407433974781 0 0
221 2 99 0 49.5 11 0.58 0 0 0 0 0 0 0 0 0 0 0 0.2 0.21 0 0 0 99 0 0 0 0.68 3 635 317.5 0.02 3 0 5 1 576 "Y" 0 0 0 0 70.55 15 0 0 3.75887182593397 0 0
33 10 1229.66 1 122.96 19 0.1 0.05 0.02 0.16 0.04 0.09 0.08 0.02 0.11 0.12 0 0.02 0.01 0 0 12 0 277.69 939.97 0 341.69 0.48 27 636 63.6 0.23 19 5 53 4 7007 "Y" 0 7 4 57.14 20.51 4 0.13 0 2.2060741926132 271.43 284.16
172 1 247.98 0 247.98 11 0.66 0 0 0 0 0 0.31 0 0 0 0 0 0 0.01 0 0 0 247.98 0 0 0 0.63 3 172 172 0.07 4 0 8 1 219 "Y" 0 0 0 0 172 4 0 0 4.00678758187257 0 247.98
224 2 81.72 0 40.86 11 0.75 0 0 0 0 0 0.24 0 0 0 0 0 0 0 0 0 0 81.72 0 0 0 0.46 3 357 178.5 0.32 2 0 4 1 609 "N" 0 1 0 0 178.5 42 0 0 4.14376944554962 0 0
43 3 134.97 0 44.99 11 0.11 0 0 0.3 0 0 0.28 0 0.29 0 0 0 0 0 0 0 26.98 107.99 0 0 0 0.48 7 112 37.33 0.17 4 0 5 2 2734 "Y" 0 0 0 0 28 10 0 0 3.31709087236516 26.98 107.99
206 1 100 0 100 11 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 100 0 0 0 0.35 6 206 206 0.49 1 0 1 1 998 "N" 0 2 0 0 206 38 0 0 4.60517018598809 0 0
49 7 1067.63 1 152.51 11 0.27 0 0 0.06 0.23 0.02 0 0.15 0.05 0 0 0 0.08 0.04 0 0 11.98 1055.65 0 0 266.57 0.28 17 312 44.57 0.36 16 5 48 2 7 "Y" 0 5 3 60 15.6 23 0.05 0 2.85819285953193 55.95 450.71
362 1 107 0 107 11 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 107 0 0 0 0.62 11 403 403 0.15 1 0 4 1 4602 "Y" 0 4 0 0 134.33 15 0 0 4.60517018598809 0 0
4 7 669.38 1 95.62 16 0.11 0.06 0.01 0.19 0 0.17 0.24 0 0.06 0 0 0.03 0.005767 0.08 0.08 0 421.4 247.98 0 75 0 0.56 17 676 96.57 0.21 14 1 27 2 4588 "Y" 0 10 3 30 30.72 3 0 0 2.81540871942271 201.01 220
187 1 220.5 1 220.5 11 0.35 0 0 0 0.4 0.24 0 0 0 0 0 0 0 0 0.64 0 0 220.5 0 0 0 0.63 9 187 187 0.16 3 1 5 1 354 "Y" 0 6 1 16.67 187 16 0 0 4.33493502714003 0 0
335 1 68.99 0 68.99 11 0 0 0 0.71 0.28 0 0 0 0 0 0 0 0 0 0 0 0 68.99 0 0 0 0.63 0 335 335 0 2 0 2 1 588 "Y" 0 0 0 0 335 1 0 0 4.07482189573324 0 0
144 5 876.4 1 175.28 11 0.05 0 0 0.17 0.32 0.19 0 0.05 0.16 0 0 0 0.04 0 0.48 0 0 876.4 0 0 0 0.65 3 203 40.6 0.12 9 3 18 1 463 "Y" 1 1 0 0 4.31 16 0 1 3.79571388302776 0 524
24 14 430.65 0 30.76 11 0 0.01 0.21 0.08 0 0 0 0.13 0.04 0 0 0 0 0.05 0 0 0 430.65 0 25 0 0.6 10 496 35.42 0.12 8 0 22 3 955 "Y" 0 3 3 100 10.78 2 0.83 0 2.0360119837525 89.95 203.74
33 7 667.42 0 95.34 11 0.17 0 0 0.29 0.1 0.16 0 0 0.06 0 0 0.01 0.04 0.02 0.14 0 0 667.42 0 0 59 0.63 17 650 92.85 0.09 13 0 19 1 168 "N" 0 10 3 30 34.21 4 0.11 1 2.92798862146747 97.49 53.99
184 3 82.5 0 27.5 16 0.12 0 0 0.08 0 0.35 0 0.12 0 0 0 0 0 0 0 0 57.5 25 0 0 0 0.06 3 217 72.33 0.49 4 0 6 2 325 "N" 0 0 0 0 9.43 10 0.45 1 2.7948393311746 0 0
79 7 714.24 1 102.03 16 0.02 0 0 0.03 0.39 0.13 0 0.08 0 0 0 0.02 0.13 0 0 0 420.99 293.25 0 0 0 0.67 18 427 61 0.11 11 3 19 4 2584 "Y" 0 7 1 14.29 28.46 10 0.2 0 2.9912221180761 176.99 399.25
11 1 52 0 52 16 0 0 0 0 0.69 0.3 0 0 0 0 0 0 0 0 0 0 36 16 0 52 0 0.07 18 11 11 0.59 2 0 2 2 2962 "Y" 0 9 1 11.11 5.5 8 0 0 4.04987007212027 0 0
64 4 330.42 1 82.6 11 0.11 0.05 0.03 0 0.34 0 0 0.13 0.1 0 0 0.02 0.08 0 0.53 0 0 369.42 0 0 0 0.57 12 586 146.5 0.23 8 0 15 4 638 "Y" 1 7 1 14.29 18.31 18 0.11 0 3.82209829790016 328.94 40.48
261 1 226.95 0 226.95 11 0 0 0 0.12 0.18 0.69 0 0 0 0 0 0 0 0 0.25 0 0 226.95 0 0 0 0.43 13 641 641 0.24 4 0 6 1 354 "Y" 0 6 0 0 213.66 23 0 0 4.08664835558763 0 0
